name,score
SAMSUNG MZVL81T0HFLB-00BTW,40783
Asgard AN4 1TNVMe-M.2/80,40767
UMIS RPJYJ1T24MLR1HWY,40731
BIWIN SSD LN960 512GB,40716
FO-SSD-PLUS2TB,40712
PC SN5000S SDEPNSJ-1T00-1006,40706
Samsung 980 PRO with Heatsink 2TB,40683
PLEXTOR PX-2TM10PGN,40671
MLD M700 NVMe SSD,40645
KIOXIA XG8 LA 1TB SSD,40629
Micron MTFDKBA1T0TGD-2BK15ABLT,40622
DGST4002TG33T,40612
Crucial T500 1TB SSD with heatsink,40603
KIOXIA XG8 LS 512GB SSD,40601
WD BLACK SN850P for PS5 1000GB,40585
XG7000-2TB 2242,40561
FIKWOT FX991 2TB,40556
SAMSUNG MZVL81T0HFLB-00BH1,40543
PHIXERO 2TB SSD,40535
Predator GM7000 Heatsink 1TB,40526
CSSD-M2L1KSFT6KE 1024GB,40519
SAMSUNG MZVL22T0HBLB-00BTW,40476
NVMe SAMSUNG MZVL2512HDJD-00BLL,40449
NVMe KXG80ZNV512G KIOXIA,40439
Acer FA200 2TB SSD,40422
SAMSUNG MZVL22T0HBLB-00BH1,40407
PS5027-E27T-1000G BiCS6,40393
GIGABYTE GP-AG70S1TB-P,40376
Transcend 250S 4TB SSD,40359
Micron 3400 MTFDKBA2T0TFH,40295
Hitachi HDM2P3X4N1T,40285
Samsung PM9A1 2TB SSD,40198
ADATA LEGEND 900 1TB SSD,40197
UMIS RPETJ1T24MHP2QDQ,40191
Ardor gaming m.2 NVME 1024Gb ALG41288,40186
WD PC SN7100S SDFPMSL-512G-1101,40186
NVMe SAMSUNG MZVL2512HCJQ-00BL7,40153
NVMe MiWhole CT300-2TB,40138
WD PC SN740 SDDPTQD-1T00-1202,40130
Acer FA200 1TB SSD,40109
Micron MTFDKCD1T0QGN-1BN1AABLA,40053
HP SSD FX700 1TB,40049
NVMe SSSTC CA6-8D1024,40047
FIKWOT FN955 4TB,40045
NVMe ORICO,40001
Lexar SSD PLAY 2TB,39980
UMIS RPJYJ512MML1QWQ,39974
HS-SSD-A4000 4096G,39935
ANACOMDA I4S 1TB PCIe,39923
SKHynix HFS512GEM4X182N,39837
NVMe WD Green SN3000 2TB,39834
WD PC SN740 SDDPNQD-1T00-1127,39797
NVMe WD BLACK SN770 1TB,39782
Lexar SSD NM790 8TB,39780
Samsung SSD 990 EVO Plus 1TB,39777
KingFast F17N 1TB,39768
GIGABYTE AG450E2TB-G,39755
WD PC SN740 SDDPNQD-1T00,39743
ONEXPLAYER Q3,39738
GXF-Q-2TB-2280-PRO,39736
Lexar SSD EQ790 2TB,39700
Fanxiang S790 4TB,39697
UMIS RPJYJ1T24MML1AWQ,39676
UMIS RPJYJ512MLR1QWY,39664
SAMSUNG MZAL81T0HFLB-00BL2,39567
YSSDHB-1TN7000,39533
IRP-SSDPR-P44S-2K0-80,39528
NVMe WD PC SN740 SDDPNQD-512G-1002,39477
HFS001TEJ9X125N,39430
ONEXPLAYER Q5 1TB,39412
X70-2TB,39355
KODAK SSD X410 1000GB,39342
MSI M482 1TB,39295
SLEG-860-1TCS,39285
ASint AS828 512GB,39281
YMTC PC411-512GB-B,39275
Fanxiang S880E 2TB,39268
Hanye ME70-2TA01,39256
SAMSUNG MZVL2512HDJD-00BL2,39252
Samsung 980 PRO with Heatsink 1TB,39219
WD PC SN740 SDDPNQE-2T00-1127,39198
Samsung SSD 980 PRO 1TB,39186
SAMSUNG MZVL8512HFLU-00BLL,39184
PHD-ISM2G4-512G,39171
KBG60ZNV2T04 KIOXIA,39162
SK hynix PC811 512GB,39157
KXG8AZNV512G NVMe SED KIOXIA 512GB,39132
Western Digital PC SN5000S 1TB SSD,39130
Crucial P5 Plus 2TB SSD,39120
MSI M470 PRO 2TB,39111
Micron MTFDKBA2T0TFH,39093
CWESR02TBTLCZ-27J-2,39088
Asgard AN4.0 2TNVMe-M.2/80,39083
Viper VP4300 1TB,39058
ESR01TBMFCT-E8GBTOEM4,39047
SUNEAST Gen4 S70 1TB,39044
NVMe WD PC SN740 SDDQNQD-1T00-1014,39029
Fanxiang S770 1TB,39020
WD BLACK SN7100 500GB,39016
T-FORCE TM8FPV001T,38993
NVMe WD BLACK SN770 2TB,38970
MTFDKCC1T9TGP-1BK1DABYY,38960
SAMSUNG MZVL21T0,38938
UMIS RPJYJ512MML1QWY,38930
KBG60ZNS1T02-KIOXIA,38904
Fanxiang S880E 4TB,38889
T-FORCE TM8FFQ001T,38865
WD PC SN740 SDDPNQD-1T00-1027,38792
T-CREATE TM8FPM001T,38768
SanDisk Extreme 2TB X3N,38756
YSSDHB-2TN7000,38745
ADATA LEGEND 860 2TB SSD,38739
Lexar SSD THOR PRO 2TB,38691
NVMe WD Blue SN5000 4TB,38680
PC SN5000S WD 2048GB,38677
FIKWOT FX991 1TB,38665
SAMSUNG MZVL22T0HBLB-00BH7,38656
NVMe WD PC SN740 SDDPNQE-2T00-1002,38633
XG7000-2TB PRO,38622
SSD-M2-REDRAGON-BLAZE-1TB,38604
IRP-SSDPR-P44N-02T-30,38590
Hanye HE71-2TBNDGH,38572
Micron MTFDKBA512QGN-1BN1AABLT,38561
T-FORCE TM8FFE004T,38535
XG7000-1TB 2280,38521
UMIS RPJYJ1T24RLS1QWY,38513
WD PC SN740 SDDPNQE-2T00,38506
MTFDKBA2T0TFH-1BC1AABHA,38504
WD PC SN740 SDDPNQE-2T00-1102,38484
SSSTC CA6-8D512-HP,38476
NVMe WD PC SN5000S SDEPNSJ-512G-1032,38467
Maxsun 2TB SSD,38447
SKHynix HFS512GEM4X169N,38445
Lyte 2TB SSD,38418
Asgard AN4+ 1TNVMe-M.2/80,38344
KBG60ZNT1T02 LS KIOXIA,38341
SAMSUNG MZQL23T8HCLS-00A07,38340
HIKSEMI HS FUTURE 512GB,38338
WD PC SN5000S SDEQTSJ-1T00-1002,38331
SK Hynix PC801 1TB SSD,38324
WT44PRO-SSD-512GB,38252
EDILOCA EN855 500GB,38246
SAMSUNG MZVL2512HDJD-00BH1,38207
NVMe KXG80ZNV1T02 KIOXIA,38197
Silicon Power 1TB SSD,38187
JNH S720D-2TNVHS,38178
NVMe WD PC SN740 SDDPNQE-2T00-1202,38157
WD PC SN740 SDDPNQE-2T00-1202,38142
SLEG-860-2TBI-S58,38109
WDC WD161KFGX,38105
NVMe CT1000P5PSSD8,38089
SKHynix HFS001TEM4X169N,38081
Sandisk PC SN5000S SDEPNSJ-512G-1132,38058
Lexar SSD NQ7A1 1TB,38049
WD Blue SN5000 4TB,38037
GXF-1TB PRO,38018
Acer N7000 4TB SSD,38013
MKNSSDVT1TB-D8,38013
PCH-ALDPRO-1TB,37995
SLEG-860-1TBI-S58,37982
HS-SSD-G4000 2048G,37975
Samsung PM9A1 1TB SSD,37965
E27-512G-PHISON-SSD-BICS6,37941
WD PC SN740 SDDPTQD-1T00-1102,37927
Micron 3400 1TB SSD,37921
SKHynix HFS001TEM9X169N,37897
YSSDHB-4TN7000,37895
KBG60ZNS1T02 KIOXIA,37868
NVMe Lexar SSD NM710 1TB,37820
EG6 KIOXIA 2048GB,37814
SPCC M.2 PCIe SSD,37774
Yottamstear,37765
Sabrent Rocket 4 Plus 8TB SSD,37721
WD Green SN3000 2TB,37699
SK Hynix PVC10 512GB SSD,37697
X16 Plus SSD 2TB,37680
BIWIN AP823 CE980TB8900-1TB,37661
GLOWAY YCT2TNVMe-M.2/80,37653
MTFDKBA512TGW-1BP1AABHA,37641
CUSU CV7000-P 1TB,37604
Acer N5000 2TB SSD,37587
SSSTC CA6-8D1024 1TB,37565
WD Blue SN5000 2TB,37558
UMAX M.2 G4X4 1TB T,37540
Lexar SSD NM800PRO 512GB,37532
WD BLACK SN850 500GB,37522
WD PC SN740 SDDPTQD-1T00-1002,37511
PC SN5000S SanDisk 2048GB,37508
SIX SSD,37506
WD BLACK SN850X,37502
Corsair MP600 MINI,37501
NVMe WD PC SN740 SDDPTQE-2T00,37497
NVMe CT500P5PSSD8,37492
PELADN,37472
UMIS RPETJ512MMW1MDQ,37472
PLEXTOR PX-512M10PGN,37464
FIKWOT FN970 2TB,37446
NVMe WD BLACK SN770M 1TB,37446
MSI M480 1TB,37438
NVMe Micron 3400 NVMe 1024GB,37426
PSEIB001TABBMC0,37423
WD PC SN740 SDDQNQD-1T00-1201,37403
T-FORCE TM8FPP002T,37390
HFS512GEM9X174N,37383
SanDisk PC SN7100S SDFPMSL-512G-2101,37383
Apacer AS2280Q4 2TB,37379
GIGABYTE GP-AG70S2TB-P,37360
XPG GAMMIX S70 PRO,37306
SanDisk Extreme 1TB X3N,37299
SAMSUNG MZVL2512HDJD-00BH7,37288
Predator SSD GM7 1TB,37255
T-FORCE TM8FFW001T,37250
Reletech P400 EVO Pcie 4.0 1TB,37248
Predator GM7000 Heatsink 512GB,37203
PNY CS2230 2TB SSD,37185
WD Blue SN5000 1TB,37176
NVMe Micron 3400 NVMe 2048GB,37172
WD PC SN8000S SDEQNRG-4T00-1001,37159
Patriot P400L 4000GB,37104
YMTC YMSS2ED06D25MC,37096
Patriot P400V 1TB,37087
SAMSUNG MZAL8512HFLU-00BL2,37072
SANZANG,37058
T-FORCE TM8FFE002T,37050
UMIS RPJYJ1T24MLR1HWQ,37041
WD BLACK SN850 Heatsink 500GB,37037
XG7000-1TB 2242,37017
SAMSUNG MZQL21T9HCJR-00A07,37011
WDSN740-SDDPNQD-1T00-1004,36942
WD PC SN810 SDCPNRY 512GB,36938
HP SSD FX900 Plus M.2 512GB,36919
TEAM TM8FPK002T,36883
MTFDKBA512TGD-1BK1AABHA,36877
KXG70PNV2T04 KIOXIA,36875
WD BLACK SN770 2,36837
JANUS SSD 1TB Gen4,36836
SM2P41D3 ADATA 1024GB,36832
KINGSTON NV3 1TB SSD,36824
NVMe SAMSUNG MZVL22T0HBLB-00BL2,36817
HS-SSD-G4000E 1024G,36801
WD PC SN810 SDCQNRY 512GB,36789
GIGABYTE AG474E1TB-SI,36743
GIGABYTE GP-AG70S1TB,36724
YSSDHB-512GN7000,36701
Crucial P5 Plus 1TB SSD,36699
Lexar SSD NM7A1 2TB,36686
Micron 7450 MTFDKCC3T8TFR,36654
NVMe WD PC SN740 SDDPNQE-2T00-1102,36651
SSSTC CL6-8D2048,36651
Hanye HE80-4TGHS,36613
PC SN7100S SanDisk 512GB,36599
SAMSUNG MZAL8512HFLU-00BLL,36597
GXF-512 PRO,36589
Lexar SSD NQ780 1TB,36571
Fanxiang S880E 1TB,36560
HPT DISK 4TB,36548
MasonSemi RC5000 1TB,36542
CT500T500SSD8,36504
NVMe KXG70PN84T09 NVMe KIOXIA 4096GB,36497
WD PC SN810 SDCQNRZ 2TB,36475
SM2P43A8-001TC,36463
NVMe Lexar SSD NM710 2TB,36447
UMIS RPETJ1T24MMW1QDQ,36436
Samsung SSD 980,36423
imation M.2 PCIe 512GB SSD Z981,36402
NVMe KXG70PNV2T04 NVMe KIOXIA 2048GB,36400
MasonSemi 1TB SSD,36370
WD PC SN740 SDDPTQE-2T00-1102,36360
WD BLACK SN770 2TB,36331
YMTC PC41Q-2TB-B,36328
KBG6AZNT1T02 LA KIOXIA,36320
ADATA LEGEND 860 1TB SSD,36288
KXG8AZNV2T04 KIOXIA,36202
MSI M470 PRO 1TB,36168
Micron 3400 NVMe 1024GB,36157
DGSM4512GG23T,36137
OCPC MBL-400 1TB,36129
CT2000P310SSD2,36110
WDS500G1X0E-00AF,36106
Phison Pcie4.0 E21-1TB,36088
FIREBAT FETB441024G,36086
KIOXIA XG8 512GB SSD,35992
Wodposit NVMe SSD,35957
KINGSTON SNV3SM32T0,35954
KINGSTON 500GB SSD,35951
ZHITAI TiPro7000 1TB,35923
KBG6AZNV1T02 LA KIOXIA,35902
KXG70ZNV1T02 KIOXIA,35902
Patriot P410 2TB,35846
Patriot M.2 P400 2048GB,35805
J.ZAO KP SERIES 2TB SSD,35765
Acer FA200 4TB SSD,35754
Micron 3500 512GB SSD,35733
KINGSTON KC3000 512GB,35716
Seagate FireCuda SE SSD ZP500GM30033,35682
Patriot P400L 2000GB,35676
Aigo P7000Z 1TB SSD,35673
KBG60ZNV1T02 KIOXIA,35643
G946E 1T,35614
FO-SSD-PLUS1TB,35561
Micron 2650 512GB SSD,35506
WD BLACK SN770 1TB,35505
NVMe WD PC SN740 SDDPTQD-1T00-1002,35499
HS-SSD-G4000 512G,35493
SSSTC CL6-8D1024,35492
HFS001TEJ9X101N-SKhynix,35486
HP SSD FX900 Plus 512GB,35470
BIWIN M350 2000GB,35450
XG7000-512 2280,35422
AYSSDM2PXG41920,35416
Integral INSSD2TM280NM3PX,35393
Verbatim Vi5000 2TB SSD,35387
NVMe BG6 KIOXIA 1024GB,35381
Phison 1TB ESR01TBTCCZ-27J-2MS,35371
TwinMOS PCIe 4.0 1TB,35351
EXT X200E SSD,35346
PSENN001TA87QC0,35296
SAMSUNG MZVL2512,35293
KIOXIA-EXCERIA with Heatsink SSD,35292
CA6-8D1024-Q11 NVMe SSSTC 1024GB,35278
PM9C1b Samsung 512GB,35226
KLEVV CRAS C920 1TB SSD,35224
BG6 KIOXIA 1024GB,35220
SDVPNV2310512TMYWHK47,35188
XF-2TB 2280,35162
EDILOCA EN705 1TB,35133
PSEMN01TP87NC0,35112
MZ9L81T0HDLB-00BMV-SAMSUNG,35099
NVMe WD PC SN740 SDDPTQD-512G-1002,35085
Micron MTFDKBA512TGD-2BK15ABLT,35081
TM22011T020-10240A02,35062
T-FORCE TM8FPP001T,35051
SSDPB-PX600-1K0-80-SK,35043
Samsung SSD 980 PRO 500GB,35026
T-FORCE TM8FFE001T,34999
PC SN5000S SanDisk 1024GB,34941
Micron 3400 NVMe 2048GB,34891
Asgard AN4+512GNVMe-M.2/80,34857
BIWIN CE980Y28900-1TB,34826
imation M.2 PCIe 1TB SSD Q971B,34767
YMTC PC41Q-1TB-B,34746
Micron 7450 MTFDKCC7T6TFR,34737
SM2P43A8-001TC2,34732
KXG7AZNV1T02 LA KIOXIA,34715
Micron 3500 512GB,34711
Patriot M.2 P400 1024GB,34679
Aigo P7000Y 512GB SSD,34669
FIKWOT FN950 2TB,34652
Lexar SSD THOR PRO 1TB,34641
TEAM TM8FPK001T,34628
DGSM4512GM63T,34613
X16 Plus SSD 1TB,34585
SSD M.2 PCIe4 1TB InnovationIT,34584
Sabrent Rocket 4 Plus 1TB SSD,34518
WD PC SN740 SDDPNQD-512G-1027,34504
XG7000-512 2242,34494
WD Blue SN5100 500GB,34476
KINGSTON SFYRSK500G,34469
Seagate ST12000NM001G,34460
Colorful CN700 1TB,34449
CingKo 2000GB,34444
Lexar SSD PLAY 1TB,34411
NVMe FIKWOT FN960 1TB,34398
KINGSTON OM8TAP4512K1-A00,34388
TEAM TM8FPW512G,34386
YMTC YMSS2EB08B66MC,34350
WD PC SN5000S SDEQTSJ-512G-1002,34336
WD PC SN5000S SDEPNSJ-512G-1032,34332
WD Green SN3000 1TB,34318
SKHynix HFS512GEJ9X115N,34289
KIOXIA KXG70ZNV1T02 1024GB,34245
HOGE H8A1 1TB,34156
CSSD-M2B1TPG3NGK,34134
CSSD-M2PE27TSV7Q1000GB,34097
KINGBANK KP260,34091
CSSD-M2M2TPG4VNZ,34084
SAMSUNG MZVL2512HDJD-00BLL,34058
BIWIN M350 1000GB,34019
KLEVV CRAS C910 2TB SSD,34015
SSDPB-PX600-1K0-80,34006
DEXP SSD LS 1TB,33978
KINGSTON OM8PGP41024Q-A0,33972
XG7000-1TB,33959
Lexar SSD NM710 2TB,33928
WD BLACK AN1500,33923
WD PC SN740 SDDPNQD-512G-1127,33906
SSD-M2-REDRAGON-BLAZE-512,33881
WD PC SN740 SDDPNQE-2T00-1027,33873
WD Blue SN580 2TB,33864
MTFDKBA512QGN-1BN1AABGA,33824
M3 Series PLUS NVMe SSD 2T,33808
SKHynix HFS512GEJ9X102N,33794
Ardor gaming m.2 NVME 512Gb ALG41284,33791
CP18 1ES DKSh nyxi1 20G4 B,33787
SIX X7400 SSD,33769
Transcend TS2TMTE255S,33761
KXG80ZNV512G REV2 KIOXIA,33755
Fanxiang S690 2TB,33754
WD PC SN740 SDDPMQD-1T00-1101,33751
FIKWOT FN950 1TB,33733
Lexar SSD NM7A1 1TB,33731
XPG GAMMIX S60,33703
SKHynix HFS512GEJ9X162N,33700
SAMSUNG MZVL8512HFLU-00BTW,33692
TwinMOS SSD,33670
NVMe WD BLACK SN770M 2TB,33654
Apacer AS2280Q4 1TB,33647
Ant Esports 690 NEO Pro 1TB SSD,33632
WD BLACK SN770M 2TB,33627
MTFDKBA512QGN-1BN1AABHA,33620
GIGABYTE AG450E1024-SI,33592
Micron 3500 MTFDKBA512TGD-1BK15ABYY,33570
NVMe WDS200T1XHE-00AFY0,33569
T-CREATE TM8FFX001T,33558
KBG60ZNT512G LS KIOXIA,33522
PS5027-E27T-500G BiCS6,33518
NVMe WD BLACK SN770 500GB,33508
WD PC SN740 SDDPNQD-512G-1036,33486
ZETTASTONE TP4000 SSD 1TB,33477
DGST4512GG33T,33475
CSSD-M2B2TPG3NF2,33469
Predator GM7000 512GB,33447
Micron 3500 MTFDKBA512TGD,33427
WD PC SN740 SDDQMQD-1T00-1201,33412
EDILOCA EN705 2TB,33391
Viper VP4300L 500GB,33385
NVMe Force MP600,33382
Apacer AS2280Q4U 512GB,33374
P0327 Phison 1024GB,33356
CT500P310SSD8,33330
SCY SMM88HT00100D 1TB,33310
CT1000P5PSSD8,33292
Lexar 2TB SSD,33276
KXG70PN84T09 NVMe KIOXIA 4096GB,33265
FIKWOT FN960 2TB,33233
SAMSUNG MZVL22T0HBLB-00B07,33216
CWESR01TBTLCW-21C-4,33212
KLEVV CRAS C910G M.2 NVMe SSD 1TB,33193
CSSD-M2L5HSFT6KE 512GB,33191
GIGABYTE AG450E1024-G,33191
Reletech-P400 EVO M.2 2280 1000G,33155
KIOXIA XG8 LA 512GB SSD,33151
Crucial P5 Plus 500GB SSD,33141
Lexar SSD NQ710 2TB,33135
WD PC SN740 SDDP,33122
TWSC TSC3CN1T0-F2T70S,33092
CT1000P310SSD2,33065
MiWhole CT300 512GB,33055
SSSTC CA6-8D1024,33055
SHPP41-500GM,33053
Integral INSSD1TM280NM3PX,33030
Micron 3400 NVMe 512GB,32987
ESO01TBHLCJ-EL1-2AK,32952
Lexar SSD NM710 1TB,32913
Predator SSD GM7,32895
NVMe HFS002TEJ9X125N,32892
T-FORCE TM8FFT001T,32892
SOLIDIGM SSDPFKKW512H7,32852
Asgard AN4.0 1TNVMe-M.2/80,32837
AGI AI818 2TB SSD,32824
NVMe SAMSUNG MZVL22T0HBLB-00B00,32821
Corsair MP600 GS,32820
Lexar SSD NM790 512GB,32791
WDS200T1X0E-00AF,32789
NVMe PC SN740 NVMe WD 1TB,32769
WD PC SN560 SDDPNQE-1T00-1036,32769
NVMe WD PC SN740 SDDPNQD-512G-1102,32721
NVMe SAMSUNG MZVL22T0HBLB-00B07,32706
XG7000-512 PRO,32677
PC SN5000S SDEPNSJ-512G-1006,32675
Seagate ZP1000GV30012,32670
PHISON PCIE 512GB SSD,32655
UDSS UD2CTAHT300-001T,32625
WD PC SN740 SDDQNQD-1T00-1014,32602
MX NVMe SSD,32553
CSSD-M2B1TPG3VND,32536
Vi5000 Internal PCIe M.2 SSD,32527
Micron 2550 1TB SSD,32498
XPG GAMMIX S70 BLADE,32480
Micron MTFDKCD1T0TGE,32476
EG6 KIOXIA 1024GB,32471
SKHynix HFS256GEM9X169N,32443
XF-1TB 2280,32431
Fanxiang S660 2TB,32427
EDILOCA EN760 2TB,32421
SSD M.2 PCIe4 2TB InnovationIT Y,32371
NVMe Micron 3400 NVMe 512GB,32370
Micron 7450 MTFDKCC1T9TFR,32368
SAMSUNG MZVL8512HFLU-00BH1,32363
Phison Pcie4.0 E21-512G,32335
SM2P41C8-001TC5,32330
NVMe WD Blue SN5000 1TB,32320
Samsung PM9A1 512GB SSD,32314
NVMe WD PC SN740 SDDPNQD-512G-2006,32304
Sabrent Rocket 4 Plus 500GB SSD,32303
WD PC SN740 SDDQMQE-2T00-1201,32294
KingFast F17N 4TB,32250
PNY CS2241 2TB SSD,32189
WD Blue SN580 1TB,32189
NVMe CA6-8D512-Q11 NVMe SSSTC 512GB,32183
KBG60ZNS512G-KIOXIA,32173
YMTC PC41Q-512GB-B,32143
MSI M470 2TB,32130
NVMe WD PC SN560 SDDPNQE-1T00-1006,32119
Inland QN450 NVMe SSD,32113
FORESEE XP2100F001T,32105
Micron MTFDKCD512QGN-1BN1AABLA,32081
UMIS UPJYL512RLT1MDY,32072
Western Digital PC SN5000S 512GB SSD,32054
WD Blue SN570 2TB SSD,32053
SAMSUNG MZVL2512HCJQ-00A00,32026
imation M.2 PCIe 512GB SSD Z991,32012
KLEVV CRAS C910 4TB SSD,32005
WDSN740-SDDPNQD-512G-1004,32001
iDsonix-1TB,31977
KINGSTON OM8PGP41024Q-AA,31972
NVMe WD PC SN740 SDDQNQD-512G-1014,31949
NVMe SAMSUNG MZVL2512HCJQ-00BTW,31947
T-FORCE TM8FP7002T,31939
KXG7APN84T09 LA KIOXIA,31930
ATP NVMe M.2 2280 SSD,31927
Seagate FireCuda 530 ZP500GM30023,31897
FLENN512GA87FC0,31877
MSI M460 1TB,31858
NVMe SSSTC CA6-8D512,31840
PVC10 SED SK hynix 256GB,31832
MLD M500 NVMe SSD,31823
SSSTC CA6-8D512 512GB,31817
SAMSUNG MZVL81T0HDLB-00BLL,31761
HP SSD FX900 1TB,31739
CSSD-M2B1TPG3NF2,31737
WD Green SN3000 1TB VL,31727
PSENN512GA87FC0,31710
NVMe WD PC SN740 SDDQNQD-512G-1001,31698
BM40RP4X41920,31674
NVMe WD PC SN560 SDDPNQE-1T00-1032,31609
NVMe WD PC SN560 SDDPNQE-1T00-1002,31593
WD PC SN740 SDDPNQD-512G-1002,31591
WD PC SN560 SDDPNQE-1T00-1202,31577
PC SN5000S SanDisk 512GB,31563
SSDPR-PX600-1K0-80,31562
JAJPS800 GEN4 2TB,31561
HOGE H8A1 512GB,31545
CT2000E100SSD8,31525
HP SSD FX900 Pro 512GB,31487
Dell SSSTC CA6 2TB SSD,31457
KINGSTON OM3PGP41024P-A0,31449
WD BLACK SN770M 1TB,31444
GIGABYTE GP-AG42TB,31434
SK Hynix PC801 512GB SSD,31424
HFS512GEJ9X101N,31422
NVMe HFS001TEJ9X108N,31418
YSSDXB-1TN5000,31385
Phison 512GB ESO512GHLCA1-21C-2MS,31362
WD PC SN560 SDDPNQE-1T00-1102,31349
WD PC SN740 SDDPNQD-512G-1102,31307
WD PC SN560 SDDPNQE-1T00-1002,31305
AS60PRO-1TCS,31304
Maxsun 1TB SSD,31284
Fanxiang S690Q 2TB,31279
FIKWOT FN960 1TB,31262
FIKWOT FN970 1TB,31260
SCY SMSV8HG51200D 512GB,31256
CP08 1VNeMS Kyhin x15G2 B,31253
PNY CS3040 1TB SSD,31253
Crucial P3 Plus 1TB SSD,31222
SAMSUNG MZVL2512HCJQ-00BH7,31194
SK Hynix PVC10 256GB SSD,31194
SCY SMM88HG51200D 512GB,31189
WD PC SN740 SDDQNQD-512G-1201,31184
CPS 8N01N MV eDW C0142BG,31182
NVMe PM9C1a Samsung 1024GB,31168
Vi5000,31144
WD PC SN740 SDDPTQD-512G,31127
Seagate FireCuda 530 500GB,31125
Sabrent Rocket 2TB SSD,31119
AGI AI828 1TB SSD,31117
NVMe KXG70ZNV512G NVMe KIOXIA 512GB,31090
NVMe WD PC SN560 SDDPNQE-1T00-1202,31063
SAMSUNG MZQL2960HCJR-00A07,31057
CP08 1VNeMS Kyhin xT2 B,31054
T-CREATE TM8FPH001T,31035
RPETJ512MMW1MDA,31029
KINGSTON OM8SGP4512K2-C00,31027
AS Velocity G4T 1TB,31003
Dahua C970 M.2 2280 NVMe 1TB SSD,30966
WD PC SN560 SDDPNQE-1T00-2006,30964
NVMe WD Green SN3000 1TB,30957
MLD22M600,30956
XrayDisk Gen4x4 2TB,30933
CS3160PGFCV100DCAFF,30923
WD PC SN740 SDDQMQD-1T00-1001,30910
NVMe SK hynix BC901 HFS001TEJ9X108N,30904
NVMe ABSNE191024GBMP,30902
CT1000E100SSD8,30900
SQF-C8MV4-1K9GDEEE,30899
CSSD-M2L2KSFT6KE 2048GB,30897
NVMe HFS512GEJ9X108N,30889
SM2P41D3 ADATA 512GB,30887
XPG GAMMIX S70 BLADE 512GB,30871
MZ9L8512HDLU-00BMV-SAMSUNG,30870
TWSC TSC3CN512-F2T70S,30836
INTEL SSDPF2KX019XZ,30802
SAMSUNG MZAL8256HFJD-00BLL,30799
NVMe HFS001TEJ9X110N,30791
Verbatim Vi5000 1TB SSD,30759
XF-1TB,30746
PNY CS2241 4TB SSD,30716
Lexar SSD NM7A1 512GB,30714
WD PC SN560 SDDPNQE-1T00-1032,30698
YMTC YMSS2ED06B66MC,30692
YMTC YMSS2CB06D25MC,30667
SanDisk Ultra 3D NVMe 2TB,30664
Visiontek 1TB DLX4,30640
GIGABYTE GP-ASM2,30629
UDSS UD2CTAHT300-512G,30610
SAMSUNG MZ1L23T8HBLA-00A07,30607
NVMe SAMSUNG MZVMA1T0HCLD-00BTW,30578
KXG70PNV2T04 NVMe KIOXIA 2048GB,30544
SAMSUNG MZVL81T0HELB-00B07,30542
KBG60ZNV512G KIOXIA,30524
Reletech P400 EVO 1TB,30522
DGSM4001TG23T,30492
KXG70ZNV512G NVMe KIOXIA 512GB,30482
KINGSTON SNV3SM31T0,30480
KIOXIA-EXCERIA PLUS G3 SSD,30468
PNY CS3040 2TB SSD,30465
Red Hat VirtIO,30448
HI-LEVEL NVMe PCIe G4x4 2TB,30437
WD BLACK SN770 1,30433
HS-SSD-FUTUREX 512G,30426
HS-SSD-FUTUREX LITE AR 1024G,30426
WD BLACK SN770 500GB,30417
PCH-ADNA1-2TB,30415
M3512GV7PGT-E211,30412
RevuAhn NX5000PRO 2TB,30405
SK Hynix 512GB SSD,30403
ESO512GHLCJ-EL1-2AK,30399
HighPoint SSD6202,30377
KINGSTON OM8PGP4512Q-A0,30375
NVMe WD PC SN560 SDDPNQE-1T00-1102,30375
BIWIN NB80V4M40-1TB,30370
Feuvision C970 M.2 2280 NVMe 1TB SSD,30348
ADATA LEGEND 840 1TB SSD,30339
Micron 7450 MTFDKBG1T9TFR,30312
Seagate FireCuda 520 2TB SSD,30296
PC SN740 NVMe WD 1TB,30288
Fanxiang S660 1TB,30286
SAMSUNG MZAL81T0HDLB-00BL2,30284
Seagate FireCuda,30275
SSD-M2-Blaze GD-703,30273
Gigabyte AORUS 2TB SSD,30271
KLEVV CRAS C910 1TB SSD,30248
SSSTC CL6-8D512,30248
WD PC SN740 SDDPTQE-2T00,30246
XPG SPECTRIX S65G,30246
T-FORCE TM8FP7001T,30228
CSSD-M2M1TPG4VNZ,30169
MKNSSDVT512GB-D8,30138
SAMSUNG MZAL81T0HDLB-00BLL,30128
SAMSUNG MZVL8256HFJD-00BLL,30127
Lexar SSD NQ710 1TB,30121
WD BLACK SN770 5,30120
E21-1TB-PHISON-SSD-B47R-06,30101
GIGABYTE GP-AG41TB,30081
WD PC SN740 SDDPNQD-512G,30077
ADATA LEGEND 850 1TB SSD,30072
NVMe WD PC SN740 SDDPTQD-512G-1102,30048
WD PC SN740 SDDPTQD-1T00,30006
KODAK PSSD X410 1000GB,29951
SAMSUNG MZVL81T0HELB-00BKS,29943
WD PC SN740 SDDQNQD-512G-1016,29936
Lexar SSD THOR 2TB,29931
SDDPTQD-1T00-1124-WD,29927
Sabrent Rocket 4 2TB SSD,29921
Viper M.2 VP4100,29911
CT2000P3PSSD8,29886
Lyte 1TB SSD,29880
Micron 4600 MTFDLBA512THJ,29870
