name,score
Intel HD 610,676
Quadro FX 4700 X2,676
Radeon HD 8610G + R5 M200 Dual,676
Radeon Athlon Silver 3050U,674
Radeon R8 M535DX,670
Radeon HD 7640G + HD 8500M N HD 8500M Dual,666
FirePro M7740,665
Radeon HD 8550G + 8690M Dual,664
FireGL V7700,660
GeForce GT 735M,660
Radeon HD 2900 XT,660
GeForce GT 530,659
GeForce GT 720,659
Mi Pad 5 Adreno 640 GPU,659
Radeon R5 PRO A8-9600B 4C+6G,659
GeForce GT 140,658
GeForce 810A,655
Radeon HD 7640G + 8750M Dual,655
Radeon HD 8550G + HD 8600/8700M Dual,655
Radeon HD 8650G + 8570M Dual,654
Radeon HD 8650G + HD 8750M Dual,652
GRID K1,651
Radeon HD 7520G + HD 8750M Dual,651
SUMO 9640,650
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",649
Radeon R5 M430,649
FireStream 9170,647
GeForce GT 555M,647
Radeon HD 6670 + 6670 Dual,647
Radeon R8 M365DX,647
Radeon HD 8610G + HD 8500M Dual,646
Radeon R7 M340,646
Radeon HD 7640G + 7670M Dual,645
Radeon R7 A8 PRO-7600B,644
GeForce 8800 Ultra,643
Radeon HD 7540D + HD 6450 Dual,643
Quadro K510M,641
Intel HD 515,638
Radeon R5 PRO A6-8570E 2C+4G,638
Radeon HD 7640G + 7400M Dual,637
Radeon HD 8450G + 8750M Dual,637
GeForce 9800 S,636
Radeon HD 8650G + 8670M Dual,635
Radeon HD 7660D + HD 7000 Dual,634
Radeon HD 8650G + HD 7670M Dual,634
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",633
Radeon HD 7610M,632
FirePro V3900,631
GeForce GTS 360M,631
Intel HD 4600,631
Intel HD P4600/P4700,631
Radeon HD 7640G + HD 7700M N HD 7700M Dual,631
Radeon HD 7660G + 7470M Dual,631
Radeon HD 8510G + HD 8500M Dual,630
Radeon R7 PRO A10-9700B,629
GRID K160Q,628
Radeon HD 2900 PRO,628
Radeon HD 7640G + 7500/7600 Dual,627
Radeon HD 8650G + 8500M Dual,627
Radeon HD 7520G + HD 8600/8700M Dual,624
Intel HD 510,621
Intel HD 4600 manual-gen9_2015-134121,620
Radeon HD 8570 + 8670D Dual,620
GeForce GT 710,619
Radeon HD 8550G + R5 M200 Dual,619
Radeon R5 A10-9600P 4C+6G,619
Radeon HD 8550G + 8600M Dual,618
Radeon HD 7500G + 7500M/7600M Dual,617
Radeon HD 7570,617
FireGL V7600,616
NVS 5400M,616
Radeon R7 A360,616
Intel UHD 630,615
Radeon HD 5600/5700,615
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",615
GeForce 9800 GX2,613
Radeon HD 8650G + 8600M Dual,613
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,612
7900 MOD - Radeon HD 6520G,610
Radeon HD 8610G + 8500M Dual,610
Radeon R7 PRO A12-8800B,610
Radeon HD 7640G + HD 8500M Dual,607
Radeon R6,607
Radeon HD 8650G + HD 8600M Dual,606
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",605
Radeon R6 M255DX,605
Radeon HD 8550G + 8500M Dual,603
GeForce GT 430,600
Radeon HD 8610G + 8670M Dual,600
GeForce 910M,598
Matrox C420 LP PCIe x16,597
Intel HD 5500,596
Radeon HD 8510G + 8500M Dual,596
Radeon R5 M330,596
Radeon HD 7640G + 7470M Dual,595
Radeon HD 8550G + HD 8600M Dual,594
Surface Duo Adreno 640 GPU,592
Radeon HD 7520G + 7600M Dual,591
Radeon HD 7640G + HD 7700M Dual,589
Radeon HD 8610G + 8600M Dual,589
Radeon R7 M360,589
Radeon HD 7520G + 7610M Dual,588
Radeon HD 7660G + 7400M Dual,588
Radeon HD 7660G + 8670M Dual,588
Intel HD 5000,587
Radeon HD 3870 X2,587
Radeon HD 7640G + HD 8600/8700M Dual,587
Radeon R5 A6-8500P,587
Radeon HD 7640G + 8500M Dual,586
Radeon HD 8650G + HD 8670M Dual,585
GeForce GTX 285M,584
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",584
Radeon HD 7520G + 7500/7600 Dual,582
RadeonT Ryzen 3 3250U,582
Radeon Vega 3 Ryzen Embedded R1305G,581
Radeon R7 PRO A12-8830B,580
Radeon HD 8550G + 8670M Dual,579
TRINITY DEVASTATOR MOBILE,579
Radeon HD 8450G + R5 M230 Dual,578
Radeon HD 8610G + HD 8670M Dual,578
GeForce 720A,577
Intel Skylake HD DT GT2,577
Radeon HD 7620G + 8670M Dual,577
Radeon HD 7640G + HD 7400M Dual,577
GeForce GTX 280M,576
Radeon R5 A240,576
Radeon HD 7520G + HD 7700M Dual,575
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,575
Radeon R5 420,575
GeForce 9800 GTX/9800 GTX+,571
Quadro 500M,571
Radeon R6 + R7 M265DX Dual,571
Radeon HD 7560D + 6450 Dual,569
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",569
Radeon HD 7660G + HD 7600M Dual,568
GeForce GT 720A,567
GeForce GTS 250,567
Radeon HD 8550D,567
Radeon HD 6610M,565
Radeon R7E,565
Radeon Athlon 300GE,563
Radeon Athlon PRO 3045B,563
Radeon HD 7560D + R5 235 Dual,563
GeForce GT 550M,561
Radeon HD 7640G + R5 M200 Dual,559
Radeon HD 8550G + HD 8500M Dual,559
Radeon R5 240,559
Radeon R7 M265,559
Radeon HD 7640G + 8570M Dual,558
Radeon HD 7640G + 8670M Dual,558
GeForce 820A,556
GeForce 8800 GTX,556
Quadro FX 3800M,556
Radeon HD 7650A,556
Radeon HD 6570,555
GF117,554
Quadro 1000M,554
Radeon HD 3870,552
Radeon R7 7850A10-7850K,551
FireGL V8650,550
GeForce 8800 GTS 512,550
Radeon R5 M335,549
Mobility Radeon HD 3870,548
Radeon HD 8550G + HD 7600M Dual,548
FirePro 3D V5700,547
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",547
Radeon HD 8550G + HD 8670M Dual,546
FirePro 3D V7750,545
Radeon HD 7520G + HD 7400M Dual,545
Radeon HD 8450G + 8600M Dual,545
Radeon R6 A10-8700P,545
Radeon HD 7600G + HD 8670M Dual,544
Radeon R5 M255,544
Quadro FX 2700,543
Radeon HD 7520G + 7470M Dual,543
GeForce GT 820M,541
Qualcomm Adreno 675 GPU,540
GeForce GT 635M,538
Radeon R6 PRO A10-8700B 4C+6G,538
GeForce GT 435M,536
GRID K180Q,534
Radeon 6600M,534
Radeon HD 7560D + HD 7000 Dual,534
Radeon HD 8550G + 8570M Dual,533
RADEON HD6530D,532
Radeon R6 PRO A8-8600B 4C+6G,532
Intel HD 4400,529
Radeon HD 8550G + HD 8570M Dual,529
Radeon R7 M260,528
Radeon HD 7640G + 6400M Dual,527
Radeon Vega 3 3020e,527
Radeon HD 7600G N HD 7600G + HD ON HD Dual,526
Mobility Radeon HD 5570,525
Quadro FX 5600,525
Radeon HD 7660D + R5 235 Dual,524
Radeon HD 7520G + 7670M Dual,523
Radeon R5 330,523
GeForce GT 630M,520
GeForce GTS 250M,520
Quadro 600,520
Radeon HD 8670M,520
Radeon HD 7640G + HD 7670M Dual,519
Radeon Vega 3 Athlon Silver 3050e,518
GeForce 9800M GS,517
IncrediblE HD 4000,517
Intel HD P4000,516
Radeon HD 8690A,516
GeForce GTS 240,515
Radeon HD 8670D,515
Radeon HD 7660D,513
Mobility Radeon HD 4830,512
"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",511
Radeon HD 7640G + 7610M Dual,510
Radeon HD 7600G + HD 7550M Dual,509
Radeon HD 7620G + 8600M Dual,509
Mobility Radeon HD 5730,508
Radeon R5 PRO A6-8500B 2C+4G,508
Radeon HD 7620G + HD 8670M Dual,507
Intel HD P4600,506
Radeon Vega 2,506
GeForce 615,505
Radeon 3020e,505
GeForce GTS 150M,504
Radeon HD 8450G + HD 8750M Dual,504
Radeon HD 8650G,500
GeForce GT 425M,499
Radeon R5 M420,499
Radeon R7 M265DX,499
SUMO 964A,498
TRINITY SCRAPPER MOBILE,498
NVS 5200M,497
Radeon HD 7500G + 7550M Dual,497
ASUS EAH4870x2,496
Radeon R5 M315,496
Radeon HD 7520G + HD 7670M Dual,495
GeForce 9800 GTX+,489
Radeon HD 8670D N HD 8670D + HD 8670D Dual,489
GeForce GT 240,488
Radeon HD 8550G + R5 M230 Dual,488
Radeon R5 M240,488
Radeon Vega 2 Athlon Silver 3050U,488
Radeon HD 7520G + 7400M Dual,487
Radeon R4E,487
Quadro FX 1800M,486
GeForce GT 625M,485
Radeon HD 7660G,481
Radeon HD 7670M,481
Radeon HD 8610G + HD 8600M Dual,481
GeForce 820M,480
Mobility Radeon HD 5000 Serisi,479
Mobility Radeon HD 3870 X2,478
Radeon HD 8450G + HD 8670M Dual,478
Radeon HD8530M,478
GeForce 800M,477
MS Idd Device,477
Radeon HD 5570,477
Radeon HD 7600G + HD 7500M/7600M Dual,477
Radeon HD 7640G + HD 8570M Dual,475
Radeon HD 8450G + 8670M Dual,475
Radeon R5 M320,475
Radeon R6 A8-8600P,475
GeForce GT 540M,474
GeForce 9600 GT,473
FirePro 3D V3800,472
Radeon HD 8570D + R5 235 Dual,471
GeForce GT 320,470
Quadro FX 3600M,467
Radeon HD 7660D + 7470 Dual,466
SUMO 9644,466
FirePro V5700,465
Intel HD Family,465
Radeon HD 7550M,465
"Radeon R5 PRO A6-8530B R5, 6 COMPUTE CORES 2C+4G",465
Mobility Radeon HD 4670,463
GeForce 8800M GTX,462
Radeon HD 7660G + HD 7600M N HD 7600M Dual,460
GeForce 705M,456
GeForce 8800 GT,455
GeForce 9800M GTX,454
Radeon HD 7520G + 7650M Dual,453
Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,452
Radeon HD 7640G,452
Radeon HD 8450G + HD 8600M Dual,452
Quadro FX 3700M,451
Radeon HD 7560D,451
Radeon HD 8570M,450
GeForce GT 525M,449
Radeon HD 8500M,448
GeForce 9800 GT,447
Radeon HD 7520G + HD 7600M Dual,447
Radeon HD 7660G + 8600M Dual,446
GeForce 710M,445
PHDGD Ivy 5,445
Radeon HD 7620G + HD 8600M Dual,443
Mobility Radeon HD 5650,441
GeForce GT 720M,439
GeForce 800A,435
Radeon HD 7600G + HD Dual,435
Radeon HD 8410G,435
GeForce GT 420,433
Matrox M9138 LP PCIe x16,433
Radeon HD 3850 AGP,432
Radeon HD 7650M,432
GeForce GT 620M,431
GeForce GT 710M,431
GeForce 710A,429
Quadro 410,428
Radeon R5 M230,427
FirePro M2000,426
Radeon HD 7640G + HD 7500/7600 Dual,424
Radeon HD 7600G + 7550M Dual,423
Radeon HD 7640G N HD 7640G + HD 8570M Dual,423
RADEON HD6410D,423
GeForce GT625M,422
GeForce 810M,420
Intel 4th Generation Haswell HD,420
Radeon HD 7570M,419
Radeon HD 8550G,416
Radeon R5 Opteron X3216,416
Quadro FX 2800M,415
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",413
Radeon HD 8570D,410
Radeon HD 7470M,408
Intel HD 5300,407
Radeon HD 7640G + HD 7600M N HD 7600M Dual,407
Radeon HD 7600G + 7500M/7600M Dual,406
GeForce 8800 GTS,405
RADEON E4690,405
Quadro FX 4600,402
Mobility Radeon HD 4650,401
Radeon HD 3850,401
Radeon HD 6550D,400
Radeon HD 8610G,400
Radeon HD 8650D,396
Quadro FX 1800,395
GeForce GT 330,392
GeForce GT 420M,392
GeForce GT 620,391
Radeon HD 7600G + 7450M Dual,390
IncrediblE HD,389
GeForce 7900 GTX,388
Radeon HD 5550,384
GeForce 8800M GTS,382
GeForce GTX 260M,382
GeForce 9800M GT,381
GeForce GT 130,381
GeForce GTS 350M,381
Radeon HD 4670,381
Radeon HD 6490M,378
Radeon HD 7520G + 8750M Dual,377
Radeon HD 7600G + 6400M Dual,377
GeForce GT 625,375
Radeon HD 8470D,375
PHDGD Ivy 4,374
Radeon HD 8570D + HD8490 Dual,374
Radeon HD 8510G,373
Quadro FX 3700,372
GeForce GT 705,370
GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,369
GeForce GT 335M,368
Matrox Millennium P690 PCIe x16,367
Quadro FX 2700M,367
Mobility Radeon HD 3850,366
Radeon HD4670,366
Intel UHD Graphics 605,365
Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,365
Radeon HD 7660G + HD 8600M Dual,364
Intel HD 505,361
GeForce 9800M GTS,357
Radeon HD 7620G,357
Radeon HD 7500G + HD 7500M/7600M Dual,356
Mobility Radeon HD 565v,353
Radeon HD 6480M,353
Radeon 3015e,351
Radeon HD 7580D,351
Radeon R4,348
ZX C-1190,347
GeForce 7950 GT,346
Intel HD 4000,344
FireGL V5600,341
FirePro 3D V3750,341
Radeon HD 6620G,341
Radeon HD 8310E,341
Radeon HD 7660D + HD 7400 Dual,340
NVS 315,338
Radeon HD 8570D + HD 8470 Dual,338
Radeon HD 6530D,337
Radeon R5 235,336
FirePro RG220,335
Radeon HD 8450G,335
Radeon HD 7600G,334
Radeon HD 7600G + 8500M/8700M Dual,334
GeForce GT 610,332
Radeon R5 310,332
GeForce 605,331
Radeon HD 7540D,331
GeForce 8800 GS,330
GeForce 9600 GSO 512,330
Radeon HD 7450M,330
Radeon HD 7600G + HD 7400M Dual,329
GeForce 9700M GT,327
GeForce GT 120 / 9500 GT,325
GeForce GT 520,325
Radeon E6460,324
GeForce 9600 GSO,323
GeForce GT 230,323
FirePro V3800,321
GeForce 240M GT,320
RADEON HD6370D,320
ZX C-1080,319
Mobility Radeon HD 560v,318
Radeon HD 7420G,316
Radeon HD 7500G,316
Radeon HD 7520G,315
Radeon HD 8370D,315
Radeon R3,315
Radeon R5E,315
GeForce 9700M GTS,312
Intel UHD Graphics 600,312
Radeon HD 7520G + 8600/8700M Dual,311
NVS 4200M,310
Quadro FX 3500M,306
Intel HD 500,302
Radeon R1E,301
Radeon HD 6520G,300
GeForce 9600M GT / GeForce GT 220M,293
GRID K120Q,293
Qualcomm Adreno 630 GPU,293
GeForce 610M,292
Radeon HD 2900 GT,292
GeForce 510,290
GeForce GT 520MX,290
Beijing Fantasy Technology Fantasy II-M,289
Radeon HD 7470,289
GeForce 7950 Xtreme,288
Radeon HD 7450A,288
GeForce GT 415M,286
GeForce GT 520M,285
Mobility Radeon HD 5165,284
Radeon HD 2600 XT,283
GeForce 9600 GS,282
Intel HD P3000,282
NVS 310,282
Radeon HD 7480D,281
Radeon R5 235X,277
Radeon HD 6370M,276
Radeon HD 8400E,276
Radeon HD 8330,275
GeForce 410M,274
Radeon HD 8280E,274
Radeon HD 8400,271
GeForce 9650M GS,270
GeForce Go 7900 GTX,270
Radeon HD 8280G,270
GeForce 7800 GTX,268
Radeon HD 5470,268
GeForce 7950 GX2,267
Radeon HD 8350G,267
Mobility Radeon HD 550v,266
Radeon HD 7400G,266
Quadro FX 3500,265
GeForce Go 7950 GTX,264
Radeon HD 8490,263
GeForce 7900 GS,262
Radeon HD 8330E,262
Intel HD 3000,261
Radeon HD 8280,261
Radeon HD 6450A,260
L4-1Q,259
GeForce 7900 GT,258
Quadro FX 570,258
Radeon HD 6480G,257
Radeon HD 6370D,255
Radeon R2,255
GeForce GT 415,251
Radeon HD 7640G + 8600M Dual,250
Radeon HD 4650,248
GeForce 7900 GT/GTO,247
Radeon HD 8470,247
Radeon HD 8240,246
Mobile Intel HD,245
GeForce 7800 GT,244
Quadro FX 5500,242
Radeon HD4650,240
Quadro NVS 510M,238
Quadro FX 880M,237
Radeon HD 6410D,237
Mobility Radeon HD 5470,236
Quadro FX 4500 X2,236
Radeon HD 4550,236
GeForce 7600 GT,235
Mobility Radeon HD 3670,232
Radeon E6465,231
Quadro NVS 290,228
CARRIZO 9874,227
Quadro FX 4500,227
Radeon HD 6470M,226
Radeon R3E,225
Radeon HD 7450,224
GeForce GT 220,223
GT 430,223
Radeon R5 230,222
GeForce GT 230M,221
Radeon HD 7340M,221
A6 Micro-6500T Quad-Core APU with RadeonR4,220
GeForce GT 330M,220
Mobility FireGL V5725,219
Quadro FX 2500M,218
GeForce 9500 GS,216
Radeon HD 6320 Graphic,216
Mobility Radeon. HD 5470,215
Mobility Radeon HD 5450,214
Intel HD 2000,213
Quadro FX 770M,213
GeForce GT 240M,212
Quadro FX 1700,212
Radeon HD 8250,212
Radeon HD 2600 PRO,211
Radeon R2E,211
GeForce Go 7600 GT,210
GeForce Go 7800 GTX,210
RDPDD Chained DD,209
Quadro NVS 320M,208
Radeon HD 4650 AGP,208
Barco MXRT 1450,206
Quadro FX 3450/4000 SDI,206
Quadro FX 380,206
Intel 2nd Generation SandyBridge HD 3000,205
Intel Q45/Q43 Express Chipset,202
Radeon HD 6380G,201
Mobility Radeon HD 545v,200
NVS 5100M,200
RADEON HD7450,199
Radeon HD 6320M,198
Radeon HD 6450,198
GeForce 315,196
GeForce 9400 GT,196
Intel G965 Express,196
Radeon HD 7340G,196
Quadro FX 1600M,195
Radeon HD 8210,195
Intel Infoshock HD,194
Radeon HD 8210E,194
Radeon HD 6430M,193
GeForce 6800 GS,192
Mobility Radeon HD 2600 XT,192
Mobility Radeon HD 4550,191
GeForce 320M,190
GeForce 9500 GT,190
Mobility Radeon HD 540v,188
Quadro FX 580,188
GeForce GT 120,187
GeForce 8600 GTS,185
Mobility Radeon HD 5430,181
Radeon HD 7310G,181
Barco MXRT 7100,180
FireGL V3600,180
FirePro 3D V3700,179
GeForce 8600 GS,179
Radeon HD 3450,179
Radeon HD 6230,179
GeForce Go 7900 GS,178
GeForce 7800 GS,177
GeForce G100,176
Mobility Radeon HD 530v,175
Radeon HD 7310 - Carte graphique,174
Quadro FX 1700M,173
GeForce 8500 GT,171
Quadro FX 1500M,171
FirePro 2460,170
GeForce GT 325M,170
Quadro FX 1500,170
Radeon HDG 4670,170
Intel 2nd Generation SandyBridge HD,169
Radeon HD 3670,169
GeForce 9200,168
GeForce G102M,168
Mobility Radeon HD 2600,168
GeForce 8400 GS,167
GeForce 7600 GS,166
Radeon HD 7310M,166
Intel HD manual-gen9_2015-133271,165
nForce 980a/780a SLI,165
Radeon HD 4350,165
Radeon HD 7350,165
GeForce 8200,164
GeForce 8600M GT,164
GeForce 9600M GT,163
Radeon HD 8350,163
GeForce GT 220M,161
Radeon HD 4300/4500 Serisi,156
Intel G41 Express Chipset,153
Radeon HD 7340,153
GeForce 305M,151
GeForce GT 120M,151
Radeon X1950 CrossFire Edition,151
Mobility Radeon HD 4570,150
Radeon HD 3650 AGP,150
Quadro FX 3450,149
GeForce 9400M G,148
GeForce Go 7700,148
Mobility Radeon HD 4350,148
Quadro 400,148
GeForce 9400,147
GeForce G210,147
Intel G45/G43 Express Chipset,147
Radeon HD 6320,147
Radeon R5 220,147
ZX Chrome 645/640 GPU,147
Quadro NVS 160M,146
Radeon X1900 GT,146
S3 5400EW,146
GeForce GT 130M,145
Quadro FX 380 LP,145
GeForce 310,144
GeForce 505,144
GeForce 9200M GE,144
Radeon HD 6300M,144
GeForce 6600 GT,143
FirePro 2270,142
GeForce 6800 GT,142
GeForce 8600 GT,142
Radeon HD 4290,141
RADEON HD 6350,141
Radeon X1800 GTO,141
Mobility Radeon HD 3650,140
nForce 760i SLI,140
Radeon HD 6290M,140
GeForce 210,139
GeForce 6800 Ultra,139
Intel Haswell HD - GT2,139
GeForce Go 6800 Ultra,138
Intel B43 Express Chipset,138
GeForce 9650M GT,137
NVS 2100M,137
Quadro NVS 420,137
Radeon X1900 CrossFire Edition,137
GeForce G200,136
Radeon HD 5450,136
Mobility Radeon HD 4330,135
Mobility Radeon X1900,135
Radeon HD 4330,135
Radeon HD 8180,135
EAH5450,134
GeForce 7650 GS,134
GeForce 9800 GT 1024MB,134
GeForce 9500M GS,133
GeForce G105M,133
VIA/S3G C-645/640 GPU,132
GeForce 9600M GS,131
MOBILITY RADEON X1800,130
RADEON X800 SE,130
GeForce 9200M GS,129
GeForce 9300 / nForce 730i,129
GeForce G210M,129
Qualcomm Adreno 618 GPU,129
FireGL V7300,128
GeForce 9300M GS,128
GeForce Go 7600,128
Radeon HD 7310,128
All-in-Wonder X1900,127
GeForce 310M,127
GeForce 9300,127
Radeon HD 3300,127
GeForce 205,126
Qualcomm Adreno 540 GPU,126
GeForce G205M,125
Seria Mobility Radeon HD 3400,125
GeForce 7300 GT,124
GeForce 8700M GT,124
NVS 3100M,124
Quadro FX 1400,124
Intel Haswell HD - GT1,123
Radeon HD 4250,123
Radeon HD 7290M,123
GeForce 9500M G,122
Radeon HD 6310,122
GeForce 6800 XT,121
NVS 300,121
Quadro FX 380M,121
Radeon HD 2400,121
Extreme AX850 PRO,120
Intel Q965/Q963 Express,119
Radeon HD 2400 XT,119
RV530 PRO,119
GeForce 405,118
FireMV 2260,117
Mobile Intel 45 Express-Chipsatzfamilie,117
PHDGD Quantic C3,117
Radeon HD 3470,117
Radeon X1700 Targa Edition,117
FireGL V7200,116
Radeon X1600 XT,116
FireGL V5200,115
GeForce 315M,115
GeForce 8300 GS,115
GeForce Go 7800,115
RADEON X800 GTO,115
GeForce GT 320M,114
Quadro FX 560,114
Quadro NVS 295,114
Radeon HD 2400 Pro,114
FirePro 2260,113
GeForce 6800,113
Radeon X1950 Pro,113
Sapphire RADEON X800 GT,113
Intel HD Modded,112
Radeon HD 4200,112
Radeon HD 7290,112
FireGL V7350,111
Mobility Radeon HD 3400 Serisi,111
GeForce 6800 LE,110
Radeon HD 2600 Pro AGP,110
Radeon HD 4270,110
VIA/S3G Chrome 645/640 GPU,110
GeForce 9300 GE,109
Intel Media Accelerator HD,109
Quadro FX 370 LP,108
Radeon Infoshock 3000,107
GeForce Go 6800,106
GeForce9400M,106
Radeon X1950 GT,106
GeForce 8400M G,105
GeForce 9450,105
Mobility Radeon X1700,105
Radeon HD 6290,105
GeForce 8400M GS,104
GeForce 9500M,104
M880G with Mobility Radeon HD 4250,104
Quadro FX 3400/4400,104
FireGL V3400,103
GeForce 6800 GS/XT,103
Quadro FX 370 Low Profile,103
GeForce 8300,102
GeForce 9300 GS,102
Mobility Radeon HD 2400 XT,102
Quadro FX Go1400,102
GeForce 9400M,101
Matrox G200e WDDM 2.0,101
Quadro FX 4000,101
Quadro FX 570M,99
Radeon X1600 Pro,99
GeForce 9300GE,98
ION LE,98
Mobility Radeon HD 3430,98
Mobility Radeon HD 4250,98
Radeon 3000,98
RADEON X800 XT,98
Intel G35 Express,97
Mobility Radeon HD serie 4200,97
Quadro NVS 130M,97
Radeon HD 3000,96
GeForce 6700 XL,95
MEDION RADEON X740XL,95
Mobility Radeon HD 3470 Hybrid X2,94
Radeon HD 6250,94
FireGL V5100,93
M880G with Mobility Radeon HD 4200,93
Mobility Radeon HD 3470,93
Mobility Radeon HD 4270,93
Quadro FX 370M,93
GeForce G 105M,92
Mobility Radeon X1600,92
nForce 780a SLI,92
RADEON X600XT,92
GeForce 7500 LE,91
Mobility Radeon HD 3450,91
Mobility Radeon HD 4200,91
Matrox G200eW3 WDDM 2.0,90
Mobility Radeon HD 2400,90
GeForce 6610 XL,89
GeForce 8600M GS,89
Quadro FX 360M,87
GeForce 6600,86
Quadro FX 350,86
FireGL V3200,85
GeForce 9300M G,85
Radeon X1650 Pro,85
ALL-IN-WONDER X800 GT,84
GeForce 999 GTX,84
Quadro FX 370,84
Radeon X1300 PRO,84
RADEON X800 GT,84
GeForce 9100M G,83
nForce 750a SLI,83
GeForce 7300 LE,82
GeForce 9100,82
GeForce 9300 SE,82
MOBILITY FireGL V5000,82
Mobility Radeon X2500,82
Radeon HD 3200,82
RADEON X850 XT Platinum Edition,82
GeForce 8400,81
Mobility Radeon 4100,81
Quadro FX 540,81
RADEON X800 XT Platinum Edition,81
RADEON X850 XT,81
GeForce 7300 GS,80
RADEON X800GT,80
GeForce 8100 / nForce 720a,79
Quadro NVS 140M,79
Radeon HD 2350,77
M860G with Mobility Radeon 4100,76
RADEON X700 PRO,76
ZX C-960,76
Radeon X1650 GTO,75
FireMV 2450,74
GeForce 7350 LE,74
Radeon 3100,74
Mobility Radeon HD 4300 Serisi,73
RADEON X700,73
RADEON X800 PRO/GTO,73
RADEON X850 PRO,73
FireGL V7100,72
M880G with Mobility Radeon HD 4225,72
MEDION RADEON 9800 XXL,72
FireGL V3300,71
Radeon X1650 SE,71
Radeon X550XTX,71
RADEON X700 SE,71
BASICDISPLAY,70
Diamond X1300-PCIE 256MB,70
Quadro NVS 150M,70
FireGL V3350,69
GeForce Go 6600,69
Quadro FX 3000,69
Radeon X1600 Pro / X1300XT,69
RADEON X800 XL,69
GeForce 8400 SE,68
Intel G45/G43/G41 Express Chipset,68
Matrox G200eR WDDM 2.0,68
GeForce 8400M GT,67
MOBILITY RADEON X700,67
Quadro NVS 450,67
Radeon X1550,67
RADEON X600 PRO,67
GeForce Go 7400,66
Mobility Radeon HD 4225,66
GeForce 8200M G,65
RADEON X800 PRO,65
Quadro FX 550,64
GeForce G 103M,63
Intel HD manual-15.28-1861,63
Mobility Radeon HD 3410,63
MOBILITY FireGL V3200,62
SAPPHIRE Radeon X1550,61
MOBILITY RADEON X700 XL,60
Radeon 2100,60
FireGL X1,59
GeForce 6800 XE,59
GeForce FX 5950 Ultra,59
Intel Q35 Express,59
Matrox G200e WDDM 1.2,59
RADEON 9800 PRO,59
Intel - Express Chipset Q45/Q43,58
RADEON 9800,58
Radeon X1300,58
Intel - Express Chipset G41,57
Intel G41 Express-Chipsatz,57
Intel Q45/Q43 Express-Chipsatz,57
RADEON 9800 XT,57
RADEON X600 256MB HyperMemory,57
RADEON X550XT,56
Matrox G200eh WDDM 2.0,55
RADEON 9700 PRO,54
FireGL V3100,53
GeForce 6200 TurboCache,52
GeForce Go 7300,52
Matrox G200eh WDDM 1.2,52
RADEON E2400,52
Radeon Xpress 1300,52
Red Hat QXL controller,52
FirePro 2450,51
GeForce 6600 LE,51
GeForce 7100 GS,51
GeForce FX Go5700,51
Mobility Radeon HD 2300,51
RADEON X550,51
Matrox G200eW WDDM 1.2,50
MOBILITY RADEON X600,50
Quadro NVS 135M,50
Mobility Radeon X2300 HD,49
MOBILITY RADEON X600 SE,49
Radeon X1050,49
Radeon X1600,49
RADEON X600 SE,49
GeForce 7300 SE/7200 GS,48
Mobility Radeon X2300,48
Quadro NVS 110M,48
Radeon X1550 64-bit,48
Quadro NVS 120M,47
SAPPHIRE RADEON 9600 ATLANTIS,47
FireMV 2250,46
Matrox M9188 ATX PCIe x16,46
Mobile Intel 965 Express,46
MOBILITY RADEON 9800,46
GeForce Go 6600 TE/6200 TE,45
GeForce Go 7200,45
Matrox G200eR WDDM 1.2,45
Mobile Intel 4 Express-Chipsatzfamilie,45
Mobile Intel serie 4 Express,45
MOBILITY FireGL V5200,45
Quadro FX 350M,45
Quadro NVS 285,44
Radeon 9700 TX w/TV-Out,44
Mobility Radeon X1400,43
RADEON 9600 PRO,43
Radeon Xpress 1250,43
GeForce 7050 / nForce 620i,42
GeForce 7100 / nForce 630i,42
RADEON 9500 PRO / 9700,42
GeForce FX 5700,41
GeForce FX 5900 Ultra,41
Matrox G200eh,41
MOBILITY FIREGL T2,41
GeForce FX 5900XT,40
Matrox G200eW,40
Matrox M9148 LP PCIe x16,40
Mobility Radeon X1300,40
Mobility Radeon X1350,40
Radeon Xpress 1300M,40
S3 Chrome 430 ULP,40
GeForce 7300 SE,39
Mobile Intel - famiglia Express Chipset 45,39
MOBILITY RADEON 9600/9700,39
256MB DDR Radeon 9800 XT,38
GeForce 6500,38
GeForce 7050 / nForce 630i,38
Mobile Intel 45 Express,38
Quadro NVS 285 128MB,38
Quadro NVS 440,38
RADEON X300SE,38
GeForce 6200,37
